hexmap,abbr_usps,abbr_gpo,abbr_ap,abbr_short,abbr_long,name,fips,geo_type,X,Y,cX,cY
usa52,NC,N.C.,N.C.,N.C.,N.Car.,North Carolina,37,state,295.33321,-150,295.33321,-169.99999999999997
usa52,ND,N. Dak.,N.D.,N.D.,N.Dak.,North Dakota,38,state,139.448637,-60,139.44863700000002,-80
usa52,ND,N. Dak.,N.D.,N.D.,N.Dak.,North Dakota,38,state,156.769145,-70,139.44863700000002,-80
usa52,ND,N. Dak.,N.D.,N.D.,N.Dak.,North Dakota,38,state,156.769145,-90,139.44863700000002,-80
usa52,ND,N. Dak.,N.D.,N.D.,N.Dak.,North Dakota,38,state,139.448637,-100,139.44863700000002,-80
usa52,ND,N. Dak.,N.D.,N.D.,N.Dak.,North Dakota,38,state,122.128129,-90,139.44863700000002,-80
usa52,ND,N. Dak.,N.D.,N.D.,N.Dak.,North Dakota,38,state,122.128129,-70,139.44863700000002,-80
usa52,ND,N. Dak.,N.D.,N.D.,N.Dak.,North Dakota,38,state,139.448637,-60,139.44863700000002,-80
usa52,OH,Ohio,Ohio,Ohio,Ohio,Ohio,39,state,295.33321,-90,295.33321,-109.99999999999999
usa52,OH,Ohio,Ohio,Ohio,Ohio,Ohio,39,state,312.653718,-100,295.33321,-109.99999999999999
usa52,OH,Ohio,Ohio,Ohio,Ohio,Ohio,39,state,312.653718,-120,295.33321,-109.99999999999999
usa52,OH,Ohio,Ohio,Ohio,Ohio,Ohio,39,state,295.33321,-130,295.33321,-109.99999999999999
usa52,OH,Ohio,Ohio,Ohio,Ohio,Ohio,39,state,278.012702,-120,295.33321,-109.99999999999999
usa52,OH,Ohio,Ohio,Ohio,Ohio,Ohio,39,state,278.012702,-100,295.33321,-109.99999999999999
usa52,OH,Ohio,Ohio,Ohio,Ohio,Ohio,39,state,295.33321,-90,295.33321,-109.99999999999999
usa52,OK,Okla.,Okla.,Okl.,Oklah.,Oklahoma,40,state,174.089653,-180,174.08965344444448,-199.99999999999997
usa52,OK,Okla.,Okla.,Okl.,Oklah.,Oklahoma,40,state,191.410162,-190,174.08965344444448,-199.99999999999997
usa52,OK,Okla.,Okla.,Okl.,Oklah.,Oklahoma,40,state,191.410162,-210,174.08965344444448,-199.99999999999997
usa52,OK,Okla.,Okla.,Okl.,Oklah.,Oklahoma,40,state,174.089653,-220,174.08965344444448,-199.99999999999997
usa52,OK,Okla.,Okla.,Okl.,Oklah.,Oklahoma,40,state,156.769145,-210,174.08965344444448,-199.99999999999997
usa52,OK,Okla.,Okla.,Okl.,Oklah.,Oklahoma,40,state,156.769145,-190,174.08965344444448,-199.99999999999997
usa52,OK,Okla.,Okla.,Okl.,Oklah.,Oklahoma,40,state,174.089653,-180,174.08965344444448,-199.99999999999997
usa52,OR,Oreg.,Ore.,Ore.,Oregon,Oregon,41,state,70.166605,-120,70.16660499999999,-140
usa52,OR,Oreg.,Ore.,Ore.,Oregon,Oregon,41,state,87.4871131,-130,70.16660499999999,-140
usa52,OR,Oreg.,Ore.,Ore.,Oregon,Oregon,41,state,87.4871131,-150,70.16660499999999,-140
usa52,OR,Oreg.,Ore.,Ore.,Oregon,Oregon,41,state,70.166605,-160,70.16660499999999,-140
usa52,OR,Oreg.,Ore.,Ore.,Oregon,Oregon,41,state,52.8460969,-150,70.16660499999999,-140
usa52,OR,Oreg.,Ore.,Ore.,Oregon,Oregon,41,state,52.8460969,-130,70.16660499999999,-140
usa52,OR,Oreg.,Ore.,Ore.,Oregon,Oregon,41,state,70.166605,-120,70.16660499999999,-140
usa52,PA,Pa.,Pa.,Pa.,Penn.,Pennsylvania,42,state,329.974226,-90,329.9742260000001,-110.00000000000001
usa52,PA,Pa.,Pa.,Pa.,Penn.,Pennsylvania,42,state,347.294734,-100,329.9742260000001,-110.00000000000001
usa52,PA,Pa.,Pa.,Pa.,Penn.,Pennsylvania,42,state,347.294734,-120,329.9742260000001,-110.00000000000001
usa52,PA,Pa.,Pa.,Pa.,Penn.,Pennsylvania,42,state,329.974226,-130,329.9742260000001,-110.00000000000001
usa52,PA,Pa.,Pa.,Pa.,Penn.,Pennsylvania,42,state,312.653718,-120,329.9742260000001,-110.00000000000001
usa52,PA,Pa.,Pa.,Pa.,Penn.,Pennsylvania,42,state,312.653718,-100,329.9742260000001,-110.00000000000001
usa52,PA,Pa.,Pa.,Pa.,Penn.,Pennsylvania,42,state,329.974226,-90,329.9742260000001,-110.00000000000001
usa52,RI,R.I.,R.I.,R.I.,R.Is.,Rhode Island,44,state,416.576766,-60,416.5767664444444,-79.99999999999999
usa52,RI,R.I.,R.I.,R.I.,R.Is.,Rhode Island,44,state,433.897275,-70,416.5767664444444,-79.99999999999999
usa52,RI,R.I.,R.I.,R.I.,R.Is.,Rhode Island,44,state,433.897275,-90,416.5767664444444,-79.99999999999999
usa52,RI,R.I.,R.I.,R.I.,R.Is.,Rhode Island,44,state,416.576766,-100,416.5767664444444,-79.99999999999999
usa52,RI,R.I.,R.I.,R.I.,R.Is.,Rhode Island,44,state,399.256258,-90,416.5767664444444,-79.99999999999999
usa52,RI,R.I.,R.I.,R.I.,R.Is.,Rhode Island,44,state,399.256258,-70,416.5767664444444,-79.99999999999999
usa52,RI,R.I.,R.I.,R.I.,R.Is.,Rhode Island,44,state,416.576766,-60,416.5767664444444,-79.99999999999999
usa52,SC,S.C.,S.C.,S.C.,S.Car.,South Carolina,45,state,329.974226,-150,329.9742260000001,-170.00000000000003
usa52,SC,S.C.,S.C.,S.C.,S.Car.,South Carolina,45,state,347.294734,-160,329.9742260000001,-170.00000000000003
usa52,SC,S.C.,S.C.,S.C.,S.Car.,South Carolina,45,state,347.294734,-180,329.9742260000001,-170.00000000000003
usa52,SC,S.C.,S.C.,S.C.,S.Car.,South Carolina,45,state,329.974226,-190,329.9742260000001,-170.00000000000003
usa52,SC,S.C.,S.C.,S.C.,S.Car.,South Carolina,45,state,312.653718,-180,329.9742260000001,-170.00000000000003
usa52,SC,S.C.,S.C.,S.C.,S.Car.,South Carolina,45,state,312.653718,-160,329.9742260000001,-170.00000000000003
usa52,SC,S.C.,S.C.,S.C.,S.Car.,South Carolina,45,state,329.974226,-150,329.9742260000001,-170.00000000000003
usa52,SD,S. Dak.,S.D.,S.D.,S.Dak.,South Dakota,46,state,156.769145,-90,156.769145,-109.99999999999999
usa52,SD,S. Dak.,S.D.,S.D.,S.Dak.,South Dakota,46,state,174.089653,-100,156.769145,-109.99999999999999
usa52,SD,S. Dak.,S.D.,S.D.,S.Dak.,South Dakota,46,state,174.089653,-120,156.769145,-109.99999999999999
usa52,SD,S. Dak.,S.D.,S.D.,S.Dak.,South Dakota,46,state,156.769145,-130,156.769145,-109.99999999999999
usa52,SD,S. Dak.,S.D.,S.D.,S.Dak.,South Dakota,46,state,139.448637,-120,156.769145,-109.99999999999999
usa52,SD,S. Dak.,S.D.,S.D.,S.Dak.,South Dakota,46,state,139.448637,-100,156.769145,-109.99999999999999
usa52,SD,S. Dak.,S.D.,S.D.,S.Dak.,South Dakota,46,state,156.769145,-90,156.769145,-109.99999999999999
usa52,TN,Tenn.,Tenn.,Ten.,Tenn.,Tennessee,47,state,260.692194,-150,260.692194,-170.00000000000003
usa52,TN,Tenn.,Tenn.,Ten.,Tenn.,Tennessee,47,state,278.012702,-160,260.692194,-170.00000000000003
usa52,TN,Tenn.,Tenn.,Ten.,Tenn.,Tennessee,47,state,278.012702,-180,260.692194,-170.00000000000003
usa52,TN,Tenn.,Tenn.,Ten.,Tenn.,Tennessee,47,state,260.692194,-190,260.692194,-170.00000000000003
usa52,TN,Tenn.,Tenn.,Ten.,Tenn.,Tennessee,47,state,243.371686,-180,260.692194,-170.00000000000003
usa52,TN,Tenn.,Tenn.,Ten.,Tenn.,Tennessee,47,state,243.371686,-160,260.692194,-170.00000000000003
usa52,TN,Tenn.,Tenn.,Ten.,Tenn.,Tennessee,47,state,260.692194,-150,260.692194,-170.00000000000003
usa52,TX,Tex.,Texas,Tex.,Texas,Texas,48,state,191.410162,-210,191.41016155555556,-230
usa52,TX,Tex.,Texas,Tex.,Texas,Texas,48,state,208.73067,-220,191.41016155555556,-230
usa52,TX,Tex.,Texas,Tex.,Texas,Texas,48,state,208.73067,-240,191.41016155555556,-230
usa52,TX,Tex.,Texas,Tex.,Texas,Texas,48,state,191.410162,-250,191.41016155555556,-230
usa52,TX,Tex.,Texas,Tex.,Texas,Texas,48,state,174.089653,-240,191.41016155555556,-230
usa52,TX,Tex.,Texas,Tex.,Texas,Texas,48,state,174.089653,-220,191.41016155555556,-230
usa52,TX,Tex.,Texas,Tex.,Texas,Texas,48,state,191.410162,-210,191.41016155555556,-230
usa52,UT,Utah,Utah,Ut.,Utah,Utah,49,state,122.128129,-150,122.12812899999999,-169.99999999999997
usa52,UT,Utah,Utah,Ut.,Utah,Utah,49,state,139.448637,-160,122.12812899999999,-169.99999999999997
usa52,UT,Utah,Utah,Ut.,Utah,Utah,49,state,139.448637,-180,122.12812899999999,-169.99999999999997
usa52,UT,Utah,Utah,Ut.,Utah,Utah,49,state,122.128129,-190,122.12812899999999,-169.99999999999997
usa52,UT,Utah,Utah,Ut.,Utah,Utah,49,state,104.807621,-180,122.12812899999999,-169.99999999999997
usa52,UT,Utah,Utah,Ut.,Utah,Utah,49,state,104.807621,-160,122.12812899999999,-169.99999999999997
usa52,UT,Utah,Utah,Ut.,Utah,Utah,49,state,122.128129,-150,122.12812899999999,-169.99999999999997
usa52,VT,Vt.,Vt.,Vt.,Verm.,Vermont,50,state,364.615242,-30,364.615242,-50.00000000000001
usa52,VT,Vt.,Vt.,Vt.,Verm.,Vermont,50,state,381.93575,-40,364.615242,-50.00000000000001
usa52,VT,Vt.,Vt.,Vt.,Verm.,Vermont,50,state,381.93575,-60,364.615242,-50.00000000000001
usa52,VT,Vt.,Vt.,Vt.,Verm.,Vermont,50,state,364.615242,-70,364.615242,-50.00000000000001
usa52,VT,Vt.,Vt.,Vt.,Verm.,Vermont,50,state,347.294734,-60,364.615242,-50.00000000000001
usa52,VT,Vt.,Vt.,Vt.,Verm.,Vermont,50,state,347.294734,-40,364.615242,-50.00000000000001
usa52,VT,Vt.,Vt.,Vt.,Verm.,Vermont,50,state,364.615242,-30,364.615242,-50.00000000000001
usa52,VA,Va.,Va.,Va.,Virg.,Virginia,51,state,312.653718,-120,312.653718,-140.00000000000003
usa52,VA,Va.,Va.,Va.,Virg.,Virginia,51,state,329.974226,-130,312.653718,-140.00000000000003
usa52,VA,Va.,Va.,Va.,Virg.,Virginia,51,state,329.974226,-150,312.653718,-140.00000000000003
usa52,VA,Va.,Va.,Va.,Virg.,Virginia,51,state,312.653718,-160,312.653718,-140.00000000000003
usa52,VA,Va.,Va.,Va.,Virg.,Virginia,51,state,295.33321,-150,312.653718,-140.00000000000003
usa52,VA,Va.,Va.,Va.,Virg.,Virginia,51,state,295.33321,-130,312.653718,-140.00000000000003
usa52,VA,Va.,Va.,Va.,Virg.,Virginia,51,state,312.653718,-120,312.653718,-140.00000000000003
usa52,WA,Wash.,Wash.,Wn.,Wash.,Washington,53,state,70.166605,-60,70.16660499999999,-80
usa52,WA,Wash.,Wash.,Wn.,Wash.,Washington,53,state,87.4871131,-70,70.16660499999999,-80
usa52,WA,Wash.,Wash.,Wn.,Wash.,Washington,53,state,87.4871131,-90,70.16660499999999,-80
usa52,WA,Wash.,Wash.,Wn.,Wash.,Washington,53,state,70.166605,-100,70.16660499999999,-80
usa52,WA,Wash.,Wash.,Wn.,Wash.,Washington,53,state,52.8460969,-90,70.16660499999999,-80
usa52,WA,Wash.,Wash.,Wn.,Wash.,Washington,53,state,52.8460969,-70,70.16660499999999,-80
usa52,WA,Wash.,Wash.,Wn.,Wash.,Washington,53,state,70.166605,-60,70.16660499999999,-80
usa52,WV,W. Va.,W.Va.,W.V.,W.Va.,West Virginia,54,state,278.012702,-120,278.012702,-140
usa52,WV,W. Va.,W.Va.,W.V.,W.Va.,West Virginia,54,state,295.33321,-130,278.012702,-140
usa52,WV,W. Va.,W.Va.,W.V.,W.Va.,West Virginia,54,state,295.33321,-150,278.012702,-140
usa52,WV,W. Va.,W.Va.,W.V.,W.Va.,West Virginia,54,state,278.012702,-160,278.012702,-140
usa52,WV,W. Va.,W.Va.,W.V.,W.Va.,West Virginia,54,state,260.692194,-150,278.012702,-140
usa52,WV,W. Va.,W.Va.,W.V.,W.Va.,West Virginia,54,state,260.692194,-130,278.012702,-140
usa52,WV,W. Va.,W.Va.,W.V.,W.Va.,West Virginia,54,state,278.012702,-120,278.012702,-140
usa52,WI,Wis.,Wis.,Wis.,Wisc.,Wisconsin,55,state,208.73067,-60,208.73067,-80
usa52,WI,Wis.,Wis.,Wis.,Wisc.,Wisconsin,55,state,226.051178,-70,208.73067,-80
usa52,WI,Wis.,Wis.,Wis.,Wisc.,Wisconsin,55,state,226.051178,-90,208.73067,-80
usa52,WI,Wis.,Wis.,Wis.,Wisc.,Wisconsin,55,state,208.73067,-100,208.73067,-80
usa52,WI,Wis.,Wis.,Wis.,Wisc.,Wisconsin,55,state,191.410162,-90,208.73067,-80
usa52,WI,Wis.,Wis.,Wis.,Wisc.,Wisconsin,55,state,191.410162,-70,208.73067,-80
usa52,WI,Wis.,Wis.,Wis.,Wisc.,Wisconsin,55,state,208.73067,-60,208.73067,-80
usa52,WY,Wyo.,Wyo.,Wyo.,Wyom.,Wyoming,56,state,122.128129,-90,122.12812899999999,-110.00000000000001
usa52,WY,Wyo.,Wyo.,Wyo.,Wyom.,Wyoming,56,state,139.448637,-100,122.12812899999999,-110.00000000000001
usa52,WY,Wyo.,Wyo.,Wyo.,Wyom.,Wyoming,56,state,139.448637,-120,122.12812899999999,-110.00000000000001
usa52,WY,Wyo.,Wyo.,Wyo.,Wyom.,Wyoming,56,state,122.128129,-130,122.12812899999999,-110.00000000000001
usa52,WY,Wyo.,Wyo.,Wyo.,Wyom.,Wyoming,56,state,104.807621,-120,122.12812899999999,-110.00000000000001
usa52,WY,Wyo.,Wyo.,Wyo.,Wyom.,Wyoming,56,state,104.807621,-100,122.12812899999999,-110.00000000000001
usa52,WY,Wyo.,Wyo.,Wyo.,Wyom.,Wyoming,56,state,122.128129,-90,122.12812899999999,-110.00000000000001
usa52,PR,P.R.,NA,P.R.,P.Rico,Puerto Rico,72,territory,416.576766,-240,416.5767664444444,-259.99999999999994
usa52,PR,P.R.,NA,P.R.,P.Rico,Puerto Rico,72,territory,433.897275,-250,416.5767664444444,-259.99999999999994
usa52,PR,P.R.,NA,P.R.,P.Rico,Puerto Rico,72,territory,433.897275,-270,416.5767664444444,-259.99999999999994
usa52,PR,P.R.,NA,P.R.,P.Rico,Puerto Rico,72,territory,416.576766,-280,416.5767664444444,-259.99999999999994
usa52,PR,P.R.,NA,P.R.,P.Rico,Puerto Rico,72,territory,399.256258,-270,416.5767664444444,-259.99999999999994
usa52,PR,P.R.,NA,P.R.,P.Rico,Puerto Rico,72,territory,399.256258,-250,416.5767664444444,-259.99999999999994
usa52,PR,P.R.,NA,P.R.,P.Rico,Puerto Rico,72,territory,416.576766,-240,416.5767664444444,-259.99999999999994
