id,abb_usps,abb_gpo,name,fips,eta_region,type,eta_region_name,eta_region_city,X,Y
49,WV,W. Va.,West Virginia,54,2,state,Region 2,Philadelphia,278.012702,-120
50,WI,Wis.,Wisconsin,55,5,state,Region 5,Chicago,208.73067,-60
50,WI,Wis.,Wisconsin,55,5,state,Region 5,Chicago,226.051178,-70
50,WI,Wis.,Wisconsin,55,5,state,Region 5,Chicago,226.051178,-90
50,WI,Wis.,Wisconsin,55,5,state,Region 5,Chicago,208.73067,-100
50,WI,Wis.,Wisconsin,55,5,state,Region 5,Chicago,191.410162,-90
50,WI,Wis.,Wisconsin,55,5,state,Region 5,Chicago,191.410162,-70
50,WI,Wis.,Wisconsin,55,5,state,Region 5,Chicago,208.73067,-60
51,WY,Wyo.,Wyoming,56,4,state,Region 4,Dallas,122.128129,-90
51,WY,Wyo.,Wyoming,56,4,state,Region 4,Dallas,139.448637,-100
51,WY,Wyo.,Wyoming,56,4,state,Region 4,Dallas,139.448637,-120
51,WY,Wyo.,Wyoming,56,4,state,Region 4,Dallas,122.128129,-130
51,WY,Wyo.,Wyoming,56,4,state,Region 4,Dallas,104.807621,-120
51,WY,Wyo.,Wyoming,56,4,state,Region 4,Dallas,104.807621,-100
51,WY,Wyo.,Wyoming,56,4,state,Region 4,Dallas,122.128129,-90
52,AS,A.S.,American Samoa,60,6,outlying area,Region 6,San Francisco,87.4871131,-270
52,AS,A.S.,American Samoa,60,6,outlying area,Region 6,San Francisco,104.8075,-280
52,AS,A.S.,American Samoa,60,6,outlying area,Region 6,San Francisco,104.8075,-300
52,AS,A.S.,American Samoa,60,6,outlying area,Region 6,San Francisco,87.4871131,-310
52,AS,A.S.,American Samoa,60,6,outlying area,Region 6,San Francisco,70.1665051,-300
52,AS,A.S.,American Samoa,60,6,outlying area,Region 6,San Francisco,70.1665051,-280
52,AS,A.S.,American Samoa,60,6,outlying area,Region 6,San Francisco,87.4871131,-270
53,GU,Guam,Guam,66,6,outlying area,Region 6,San Francisco,52.845997,-270
53,GU,Guam,Guam,66,6,outlying area,Region 6,San Francisco,70.1665051,-280
53,GU,Guam,Guam,66,6,outlying area,Region 6,San Francisco,70.1665051,-300
53,GU,Guam,Guam,66,6,outlying area,Region 6,San Francisco,52.845997,-310
53,GU,Guam,Guam,66,6,outlying area,Region 6,San Francisco,35.5254889,-300
53,GU,Guam,Guam,66,6,outlying area,Region 6,San Francisco,35.5254889,-280
53,GU,Guam,Guam,66,6,outlying area,Region 6,San Francisco,52.845997,-270
54,MP,M.P.,Northern Mariana Islands,69,6,outlying area,Region 6,San Francisco,35.5255888,-240
54,MP,M.P.,Northern Mariana Islands,69,6,outlying area,Region 6,San Francisco,52.8460969,-250
54,MP,M.P.,Northern Mariana Islands,69,6,outlying area,Region 6,San Francisco,52.8460969,-270
54,MP,M.P.,Northern Mariana Islands,69,6,outlying area,Region 6,San Francisco,35.5255888,-280
54,MP,M.P.,Northern Mariana Islands,69,6,outlying area,Region 6,San Francisco,18.2050808,-270
54,MP,M.P.,Northern Mariana Islands,69,6,outlying area,Region 6,San Francisco,18.2050808,-250
54,MP,M.P.,Northern Mariana Islands,69,6,outlying area,Region 6,San Francisco,35.5255888,-240
55,PR,P.R.,Puerto Rico,72,1,outlying area,Region 1,Boston,381.93575,-240
55,PR,P.R.,Puerto Rico,72,1,outlying area,Region 1,Boston,399.256258,-250
55,PR,P.R.,Puerto Rico,72,1,outlying area,Region 1,Boston,399.256258,-270
55,PR,P.R.,Puerto Rico,72,1,outlying area,Region 1,Boston,381.93575,-280
55,PR,P.R.,Puerto Rico,72,1,outlying area,Region 1,Boston,364.615242,-270
55,PR,P.R.,Puerto Rico,72,1,outlying area,Region 1,Boston,364.615242,-250
55,PR,P.R.,Puerto Rico,72,1,outlying area,Region 1,Boston,381.93575,-240
56,VI,V.I.,Virgin Islands,78,1,outlying area,Region 1,Boston,416.576766,-240
56,VI,V.I.,Virgin Islands,78,1,outlying area,Region 1,Boston,433.897275,-250
56,VI,V.I.,Virgin Islands,78,1,outlying area,Region 1,Boston,433.897275,-270
56,VI,V.I.,Virgin Islands,78,1,outlying area,Region 1,Boston,416.576766,-280
56,VI,V.I.,Virgin Islands,78,1,outlying area,Region 1,Boston,399.256258,-270
56,VI,V.I.,Virgin Islands,78,1,outlying area,Region 1,Boston,399.256258,-250
56,VI,V.I.,Virgin Islands,78,1,outlying area,Region 1,Boston,416.576766,-240
57,PW,Palau,Palau,70,6,freely associated state,Region 6,San Francisco,18.204981,-270
57,PW,Palau,Palau,70,6,freely associated state,Region 6,San Francisco,35.5254891,-280
57,PW,Palau,Palau,70,6,freely associated state,Region 6,San Francisco,35.5254891,-300
57,PW,Palau,Palau,70,6,freely associated state,Region 6,San Francisco,18.204981,-310
57,PW,Palau,Palau,70,6,freely associated state,Region 6,San Francisco,0.8844729,-300
57,PW,Palau,Palau,70,6,freely associated state,Region 6,San Francisco,0.8844729,-280
57,PW,Palau,Palau,70,6,freely associated state,Region 6,San Francisco,18.204981,-270
